context_type,context_type_encoded,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Original,0,bus_driver,people,pose,torso slightly turned,2,29,bus_driver
Original,0,bus_driver,people,pose,upright,41,29,bus_driver
Original,0,bus_driver,people,pose,upright relaxed posture,1,29,bus_driver
Original,0,bus_driver,people,pose,upright seated,1,29,bus_driver
Original,0,bus_driver,people,pose,walking,1,29,bus_driver
Original,0,bus_driver,people,pose,walking or standing,4,29,bus_driver
Original,0,bus_driver,people,role_hint,appears bus driver,1,13,bus_driver
Original,0,bus_driver,people,role_hint,appears transit worker high visibility,1,13,bus_driver
Original,0,bus_driver,people,role_hint,appears uniformed transit or traffic officer,1,13,bus_driver
Original,0,bus_driver,people,role_hint,appears vehicle operator steering wheel visible,1,13,bus_driver
Original,0,bus_driver,people,role_hint,bus driver,1,13,bus_driver
Original,0,bus_driver,people,role_hint,bus operator,3,13,bus_driver
Original,0,bus_driver,people,role_hint,grocery shopper,1,13,bus_driver
Original,0,bus_driver,people,role_hint,grocery staff member,2,13,bus_driver
Original,0,bus_driver,people,role_hint,store employee,1,13,bus_driver
Original,0,bus_driver,people,role_hint,transit vehicle operator,1,13,bus_driver
Original,0,bus_driver,people,role_hint,uniformed retail security officer detailed token,1,13,bus_driver
Original,0,bus_driver,people,role_hint,uniformed security officer,1,13,bus_driver
Original,0,bus_driver,people,role_hint,vehicle operator,7,13,bus_driver
Original,0,bus_driver,people,skin_tone,dark,3,3,bus_driver
Original,0,bus_driver,people,skin_tone,lights,21,3,bus_driver
Original,0,bus_driver,people,skin_tone,medium,17,3,bus_driver
Original,0,bus_driver,people,texture,folded,1,74,bus_driver
Original,0,bus_driver,people,texture,heavy duty,1,74,bus_driver
Original,0,bus_driver,people,texture,matte,7,74,bus_driver
Original,0,bus_driver,people,texture,mesh,1,74,bus_driver
Original,0,bus_driver,people,texture,quilted,1,74,bus_driver
Original,0,bus_driver,people,texture,slightly crumpled,1,74,bus_driver
Original,0,bus_driver,people,texture,slightly glossy,1,74,bus_driver
Original,0,bus_driver,people,texture,smooth,11,74,bus_driver
Original,0,bus_driver,people,texture,soft,1,74,bus_driver
Original,0,bus_driver,people,texture,straight cut,1,74,bus_driver
Original,0,bus_driver,people,texture,textured,2,74,bus_driver
Original,0,bus_driver,people,texture,textured knit,1,74,bus_driver
Original,0,bus_driver,people,texture,thin,1,74,bus_driver
Original,0,bus_driver,people,texture,worn,1,74,bus_driver
Original,0,bus_driver,safety,hazards,hazard person standing roadway front bus,1,5,bus_driver
Original,0,bus_driver,safety,hazards,large vehicle obstruction,1,5,bus_driver
Original,0,bus_driver,safety,hazards,no detected,9,5,bus_driver
Original,0,bus_driver,safety,hazards,no noted,8,5,bus_driver
Original,0,bus_driver,safety,hazards,no observed,7,5,bus_driver
Original,0,bus_driver,safety,nsfw,no content,20,2,bus_driver
Original,0,bus_driver,safety,nsfw,not,10,2,bus_driver
Original,0,bus_driver,texts,content,2,1,15,bus_driver
Original,0,bus_driver,texts,content,72,1,15,bus_driver
Original,0,bus_driver,texts,content,din,1,15,bus_driver
Original,0,bus_driver,texts,content,text 181,1,15,bus_driver
Original,0,bus_driver,texts,content,text 2,1,15,bus_driver
Original,0,bus_driver,texts,content,text 4014 11 4,2,15,bus_driver
Original,0,bus_driver,texts,content,text 501,1,15,bus_driver
Original,0,bus_driver,texts,content,text 72,1,15,bus_driver
Original,0,bus_driver,texts,content,text 851 partially illegible,2,15,bus_driver
Original,0,bus_driver,texts,content,text approx 13 third character unclear,1,15,bus_driver
Original,0,bus_driver,texts,content,text approx riaurfo illegible segments possible,1,15,bus_driver
Original,0,bus_driver,texts,content,text believe,1,15,bus_driver
Original,0,bus_driver,texts,content,text din,1,15,bus_driver
Original,0,bus_driver,texts,content,text partial visible,1,15,bus_driver
Original,0,bus_driver,texts,content,text puusnc vie bus rivier,1,15,bus_driver
Original,0,bus_driver,texts,font_style,amber,2,7,bus_driver
Original,0,bus_driver,texts,font_style,bold,2,7,bus_driver
Original,0,bus_driver,texts,font_style,condensed,3,7,bus_driver
Original,0,bus_driver,texts,font_style,digital segment,2,7,bus_driver
Original,0,bus_driver,texts,font_style,dot matrix,2,7,bus_driver
Original,0,bus_driver,texts,font_style,led,2,7,bus_driver
Original,0,bus_driver,texts,font_style,sans,8,7,bus_driver
Original,0,bus_driver,texts,legibility,illegible,87,9,bus_driver
Original,0,bus_driver,texts,legibility,legible text,2,9,bus_driver
Original,0,bus_driver,texts,legibility,mostly illegible,2,9,bus_driver
Original,0,bus_driver,texts,legibility,not legible,13,9,bus_driver
Original,0,bus_driver,texts,legibility,other not legible tokens kept separately where ambiguous,5,9,bus_driver
Original,0,bus_driver,texts,legibility,partial,2,9,bus_driver
Original,0,bus_driver,texts,legibility,partially legible,22,9,bus_driver
Original,0,bus_driver,texts,legibility,uncertain,1,9,bus_driver
Original,0,bus_driver,texts,legibility,unreadable,4,9,bus_driver
Original,0,bus_driver,texts,plane,background text,6,9,bus_driver
Original,0,bus_driver,texts,plane,foreground text,11,9,bus_driver
Original,0,bus_driver,texts,plane,midground text,10,9,bus_driver
Original,0,bus_driver,texts,plane,text background,28,9,bus_driver
Original,0,bus_driver,texts,plane,text foreground,16,9,bus_driver
Original,0,bus_driver,texts,plane,text midground,26,9,bus_driver
Original,0,bus_driver,texts,plane_distribution,background,6,3,bus_driver
Original,0,bus_driver,texts,plane_distribution,foreground,11,3,bus_driver
Original,0,bus_driver,texts,plane_distribution,midground,10,3,bus_driver
Original,0,bus_driver,texts,side,center text,15,12,bus_driver
Original,0,bus_driver,texts,side,left text,6,12,bus_driver
Original,0,bus_driver,texts,side,right text,6,12,bus_driver
Original,0,bus_driver,texts,side,text center,29,12,bus_driver
Original,0,bus_driver,texts,side,text left,8,12,bus_driver
Original,0,bus_driver,texts,side,text on center,13,12,bus_driver
Original,0,bus_driver,texts,side,text on left,4,12,bus_driver
Original,0,bus_driver,texts,side,text on right,3,12,bus_driver
Original,0,bus_driver,texts,side,text right,13,12,bus_driver
Original,0,bus_driver,texts,side_distribution,center,15,3,bus_driver
Original,0,bus_driver,texts,side_distribution,left,6,3,bus_driver
Original,0,bus_driver,texts,side_distribution,right,6,3,bus_driver
Original,0,bus_driver,texts,text_content,illegible,2,2,bus_driver
Original,0,bus_driver,texts,text_content,ssy,1,2,bus_driver
Original,0,bus_driver,uncertainty,note,advertising strip panel text above windshield largely illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,ambiguous sunrise vs sunset,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,approximate count visible humans 4 small occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,background left building window count estimated 6 10,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,background roadway details blurred vehicles not identifiable,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,blurred pedestrian figures indistinct,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,bus front electronic display partially illegible,24,67,bus_driver
Original,0,bus_driver,uncertainty,note,cap patch details but not legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,ceiling stickers text illegible due to distance,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,chest mounted device uncertain radio fare device,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,chest patch text but not legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,dashboard control labels instrument readouts not legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,distant building details blurred,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,distant vehicle make model license not identifiable,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,embroidered uniform patch lettering not readable,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,enumeration constrained descriptive preserved,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,exact aisle width floor surface details not provided,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,exact vehicle makes models not discernible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,exterior license plate area not legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,exterior scene motion blur making background details indiscernible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,exterior storefront posters illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,facial not specified,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,faint wetness sheen noted but unconfirmed,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,far background building details motion blurred indiscernible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,front license plate 501 partially illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,heavily blurred objects marked as indiscernible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,individual pedestrian finer attributes indiscernible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,interior passenger figures inside bus indiscernible,4,67,bus_driver
Original,0,bus_driver,uncertainty,note,lower body bag strap partially occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,lower dashboard yellow sticker text partially illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,lower left background indiscernible dark object near wheel arch,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,no confirmed visible humans possible reflections,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,overhead display text blurred illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,overhead electronic panel text partially occluded low resolution,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,overhead sticker text but not legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,overhead white placard text illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,overhead yellow sign text illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,parked vehicle background right mostly out of frame,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,passenger area beyond right seat back out of frame,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,people inside vehicles indistinct silhouettes omitted,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,possible small items on dashboard too small to identify,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,possible small objects near lower right dashboard not identifiable,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,precise vehicle registration details not visible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,rear passenger area partially occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,rear vehicle area indiscernible blur omitted,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,right side window exterior blurred objects indiscernible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,roof top yellow sign text partially occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,several distant pedestrian figures small partially occluded,12,67,bus_driver
Original,0,bus_driver,uncertainty,note,shoulder patch wording partially occluded not fully legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,sidewalk surface right frame partially occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small chrome grille emblem not legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small dark device near steering column not identifiable,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small debris or surface blemishes omitted not identifiable,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small instrument labels illegible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small interior items visible through windows blurred,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small objects near center console partially occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small objects under driver seat indiscernible blur,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small red distant vehicle partially occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small street level fixtures partially occluded blurred,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,small white chest text but not legible,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,some elements motion blurred indistinct,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,time of day not definitive ambient light suggests daytime,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,time of day only labeled daytime no specific hint,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,tokens described qualitatively enum mapping omitted,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,tree species not identifiable,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,upper building facades partially occluded by haze steam,1,67,bus_driver
Original,0,bus_driver,uncertainty,note,yellow ceiling placard texts partially occluded,1,67,bus_driver
Original,0,bus_driver,uncertainty,token,approx count pale orange citrus fruits estimate,1,7,bus_driver
Original,0,bus_driver,uncertainty,token,approximate counts packaged items on background shelves,1,7,bus_driver
Original,0,bus_driver,uncertainty,token,apron text partially occluded illegible,1,7,bus_driver
Original,0,bus_driver,uncertainty,token,embroidered chest patch text partially legible,6,7,bus_driver
Original,0,bus_driver,uncertainty,token,identity or affiliation cap emblem indiscernible,1,7,bus_driver
Original,0,bus_driver,uncertainty,token,other singleton uncertainty tokens,11,7,bus_driver
Original,0,bus_driver,uncertainty,token,small packaged item labels not legible,1,7,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,approx 4 distant pedestrians background right,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,approx count background right awnings 6 8,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,approx count distant pedestrians 12,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,approximate vehicle counts background,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,background elements blurred,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,background right small pedestrian blurred omitted,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,bright yellow handheld object partially occluded,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,bus interior details obscured by reflections,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,camera perspective estimations conservative,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,circular green street sign pictogram unresolved,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,distant pedestrians indistinct omitted,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,distant pedestrians not enumerated omitted,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,facial feature identity not legible,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,facial occluded,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,facial stubble uncertain,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,far background upper left building interior shadowed,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,far right building facade cropped,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,focal length unspecified,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,instrument cluster green characters illegible,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,instrument cluster numeric like shapes illegible,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,license plate area illegible,19,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,lower body clothing occluded by crop shadow,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,lower body out of frame,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,midground right transit sign occluded illegible,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,multiple distant pedestrians vehicles background left approximate,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,overhead orange placard illegible,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,peripheral moving vehicles partially occluded,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,potential small vertical curb post occluded,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,rear head partially occluded by seat back,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,slight motion blur on bus wheel areas,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,small accessories not clear,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,small dashboard objects indistinguishable,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,small objects inside bus visible through windshield not identifiable,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,small out of focus object dashboard not identifiable,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,small pedestrian silhouettes partially occluded,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,small white dashboard label illegible,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,uniform cap embroidered text not legible,1,38,bus_driver
Original,0,bus_driver,uncertainty,uncertainty,weather outside not visible,1,38,bus_driver
Original,0,janitor,atmosphere,aesthetic_qualities,cinematic,16,4,janitor
Original,0,janitor,atmosphere,aesthetic_qualities,dreamy,1,4,janitor
Original,0,janitor,atmosphere,aesthetic_qualities,minimal,4,4,janitor
Original,0,janitor,atmosphere,aesthetic_qualities,realistic,43,4,janitor
Original,0,janitor,atmosphere,color,black,9,36,janitor
Original,0,janitor,atmosphere,color,brown,5,36,janitor
Original,0,janitor,atmosphere,color,cyan,1,36,janitor
Original,0,janitor,atmosphere,color,mediumblue,3,36,janitor
Original,0,janitor,atmosphere,color,mediumvioletred,1,36,janitor
Original,0,janitor,atmosphere,color,red,1,36,janitor
Original,0,janitor,atmosphere,color_temperature,cool,33,3,janitor
Original,0,janitor,atmosphere,color_temperature,neutral,13,3,janitor
Original,0,janitor,atmosphere,color_temperature,warm,3,3,janitor
Original,0,janitor,atmosphere,contrast_level,high,6,2,janitor
Original,0,janitor,atmosphere,contrast_level,medium,44,2,janitor
Original,0,janitor,atmosphere,dominant_palette,black,24,8,janitor
Original,0,janitor,atmosphere,dominant_palette,blue,4,8,janitor
Original,0,janitor,atmosphere,dominant_palette,brown,7,8,janitor
Original,0,janitor,atmosphere,dominant_palette,cyan,2,8,janitor
Original,0,janitor,atmosphere,dominant_palette,gray,1,8,janitor
Original,0,janitor,atmosphere,dominant_palette,mediumblue,9,8,janitor
Original,0,janitor,atmosphere,dominant_palette,orangered,1,8,janitor
Original,0,janitor,atmosphere,dominant_palette,red,2,8,janitor
Original,0,janitor,atmosphere,mood,calm,45,2,janitor
Original,0,janitor,atmosphere,mood,minimalistic,6,2,janitor
Original,0,janitor,atmosphere,palette_detail,black,5,4,janitor
Original,0,janitor,atmosphere,palette_detail,brown,2,4,janitor
Original,0,janitor,atmosphere,palette_detail,cyan,1,4,janitor
Original,0,janitor,atmosphere,palette_detail,mediumblue,2,4,janitor
Original,0,janitor,atmosphere,saturation_level,neutral,35,2,janitor
Original,0,janitor,atmosphere,saturation_level,vivid,13,2,janitor
Original,0,janitor,background,object_counts_background_left,total objects,5,1,janitor
Original,0,janitor,background,object_counts_by_position,background center,24,9,janitor
Original,0,janitor,background,object_counts_by_position,background left,10,9,janitor
Original,0,janitor,background,object_counts_by_position,background right,15,9,janitor
Original,0,janitor,background,object_counts_by_position,foreground center,32,9,janitor
Original,0,janitor,background,object_counts_by_position,foreground left,23,9,janitor
Original,0,janitor,background,object_counts_by_position,foreground right,17,9,janitor
Original,0,janitor,background,object_counts_by_position,midground center,24,9,janitor
Original,0,janitor,background,object_counts_by_position,midground left,21,9,janitor
Original,0,janitor,background,object_counts_by_position,midground right,21,9,janitor
Original,0,janitor,background,object_counts_foreground_right,total objects,13,1,janitor
Original,0,janitor,background,object_counts_midground_center,total objects,42,1,janitor
Original,0,janitor,background,object_counts_summary,background center,9,9,janitor
Original,0,janitor,background,object_counts_summary,background left,3,9,janitor
Original,0,janitor,background,object_counts_summary,background right,2,9,janitor
Original,0,janitor,background,object_counts_summary,foreground center,12,9,janitor
Original,0,janitor,background,object_counts_summary,foreground left,9,9,janitor
Original,0,janitor,background,object_counts_summary,foreground right,4,9,janitor
Original,0,janitor,background,object_counts_summary,midground center,10,9,janitor
Original,0,janitor,background,object_counts_summary,midground left,4,9,janitor
Original,0,janitor,background,object_counts_summary,midground right,7,9,janitor
Original,0,janitor,background,object_totals_by_position,background center,9,9,janitor
Original,0,janitor,background,object_totals_by_position,background left,0,9,janitor
Original,0,janitor,background,object_totals_by_position,background right,4,9,janitor
Original,0,janitor,background,object_totals_by_position,foreground center,10,9,janitor
Original,0,janitor,background,object_totals_by_position,foreground left,5,9,janitor
Original,0,janitor,background,object_totals_by_position,foreground right,1,9,janitor
Original,0,janitor,background,object_totals_by_position,midground center,8,9,janitor
Original,0,janitor,background,object_totals_by_position,midground left,7,9,janitor
Original,0,janitor,background,object_totals_by_position,midground right,9,9,janitor
Original,0,janitor,background,position,background center,10,9,janitor
Original,0,janitor,background,position,background left,9,9,janitor
Original,0,janitor,background,position,background right,11,9,janitor
Original,0,janitor,background,position,foreground center,10,9,janitor
Original,0,janitor,background,position,foreground left,10,9,janitor
Original,0,janitor,background,position,foreground right,9,9,janitor
Original,0,janitor,background,position,midground center,4,9,janitor
Original,0,janitor,background,position,midground left,9,9,janitor
Original,0,janitor,background,position,midground right,7,9,janitor
Original,0,janitor,camera,crop,full upper body with cart visible,1,7,janitor
Original,0,janitor,camera,crop,head to toe,1,7,janitor
Original,0,janitor,camera,crop,lower legs cropped,1,7,janitor
Original,0,janitor,camera,crop,lower legs partially cropped,1,7,janitor
Original,0,janitor,camera,crop,mid thigh,1,7,janitor
Original,0,janitor,camera,crop,peripheral shelving cropped left right,1,7,janitor
Original,0,janitor,camera,crop,slight lower right caster,1,7,janitor
Original,0,janitor,camera,depth_of_field,deep,24,5,janitor
Original,0,janitor,camera,depth_of_field,moderate,5,5,janitor
Original,0,janitor,camera,depth_of_field,moderate dof,2,5,janitor
Original,0,janitor,camera,depth_of_field,shallow,26,5,janitor
Original,0,janitor,camera,depth_of_field,shallow dof,8,5,janitor
Original,0,janitor,camera,focal_length,normal,8,3,janitor
Original,0,janitor,camera,focal_length,telephoto,5,3,janitor
Original,0,janitor,camera,focal_length,wide,4,3,janitor
Original,0,janitor,camera,framing,establishing,12,4,janitor
Original,0,janitor,camera,framing,full body,29,4,janitor
Original,0,janitor,camera,framing,medium,21,4,janitor
Original,0,janitor,camera,framing,wide,24,4,janitor
Original,0,janitor,camera,perspective,eye level,52,3,janitor
Original,0,janitor,camera,perspective,low angle,4,3,janitor
Original,0,janitor,camera,perspective,third person,2,3,janitor
Original,0,janitor,environment,aisle_width,medium,2,4,janitor
Original,0,janitor,environment,aisle_width,moderately wide,1,4,janitor
Original,0,janitor,environment,aisle_width,open very wide,1,4,janitor
Original,0,janitor,environment,aisle_width,wide,1,4,janitor
Original,0,janitor,environment,ceiling_color,black,4,4,janitor
Original,0,janitor,environment,ceiling_color,gray,5,4,janitor
Original,0,janitor,environment,ceiling_color,palegreen,1,4,janitor
Original,0,janitor,environment,ceiling_color,white,21,4,janitor
Original,0,janitor,environment,ceiling_material,acoustic,1,11,janitor
Original,0,janitor,environment,ceiling_material,acoustic grid panels,1,11,janitor
Original,0,janitor,environment,ceiling_material,acoustic panels,2,11,janitor
Original,0,janitor,environment,ceiling_material,acoustic tile,2,11,janitor
Original,0,janitor,environment,ceiling_material,composite,1,11,janitor
Original,0,janitor,environment,ceiling_material,drop tiles,1,11,janitor
Original,0,janitor,environment,ceiling_material,metal,1,11,janitor
Original,0,janitor,environment,ceiling_material,metal grid,1,11,janitor
Original,0,janitor,environment,ceiling_material,panel,1,11,janitor
Original,0,janitor,environment,ceiling_material,plastic diffusers,1,11,janitor
Original,0,janitor,environment,ceiling_material,suspended,1,11,janitor
Original,0,janitor,environment,ceiling_texture,grid,2,6,janitor
Original,0,janitor,environment,ceiling_texture,grid patterned,1,6,janitor
Original,0,janitor,environment,ceiling_texture,matte,1,6,janitor
Original,0,janitor,environment,ceiling_texture,ribbed,1,6,janitor
Original,0,janitor,environment,ceiling_texture,smooth,3,6,janitor
Original,0,janitor,environment,ceiling_texture,textured,2,6,janitor
Original,0,janitor,environment,floor_color,beige,13,5,janitor
Original,0,janitor,environment,floor_color,chocolate,1,5,janitor
Original,0,janitor,environment,floor_color,gray,14,5,janitor
Original,0,janitor,environment,floor_color,light gray,1,5,janitor
Original,0,janitor,environment,floor_color,white,5,5,janitor
Original,0,janitor,environment,floor_material,ceramic,5,6,janitor
Original,0,janitor,environment,floor_material,ceramic look tile,1,6,janitor
Original,0,janitor,environment,floor_material,ceramic tile,4,6,janitor
Original,0,janitor,environment,floor_material,ceramic tile merged tokens,10,6,janitor
Original,0,janitor,environment,floor_material,glazed tile,1,6,janitor
Original,0,janitor,environment,floor_material,vinyl,1,6,janitor
Original,0,janitor,environment,floor_texture,glazed,2,7,janitor
Original,0,janitor,environment,floor_texture,glossy,2,7,janitor
Original,0,janitor,environment,floor_texture,grout lines,1,7,janitor
Original,0,janitor,environment,floor_texture,polished,2,7,janitor
Original,0,janitor,environment,floor_texture,slightly reflective,1,7,janitor
Original,0,janitor,environment,floor_texture,smooth,17,7,janitor
Original,0,janitor,environment,floor_texture,tile,1,7,janitor
Original,0,janitor,environment,location_type,commercial cleaning workspace,1,13,janitor
Original,0,janitor,environment,location_type,commercial kitchen,3,13,janitor
Original,0,janitor,environment,location_type,corridor,9,13,janitor
Original,0,janitor,environment,location_type,grocery aisle,1,13,janitor
Original,0,janitor,environment,location_type,grocery store,2,13,janitor
Original,0,janitor,environment,location_type,grocery store aisle,1,13,janitor
Original,0,janitor,environment,location_type,hallway,1,13,janitor
Original,0,janitor,environment,location_type,retail grocery aisle,1,13,janitor
Original,0,janitor,environment,location_type,supermarket,10,13,janitor
Original,0,janitor,environment,location_type,supermarket aisle,1,13,janitor
Original,0,janitor,environment,location_type,supermarket produce aisle,2,13,janitor
Original,0,janitor,environment,location_type,utility corridor,1,13,janitor
Original,0,janitor,environment,location_type,utility room,1,13,janitor
Original,0,janitor,environment,openness,moderate,2,2,janitor
Original,0,janitor,environment,openness,open,4,2,janitor
Original,0,janitor,environment,spatial_depth,deep,5,2,janitor
Original,0,janitor,environment,spatial_depth,moderate,4,2,janitor
Original,0,janitor,environment,spatial_layout_aisle_width,wide,2,1,janitor
Original,0,janitor,environment,spatial_layout_depth,deep,13,9,janitor
Original,0,janitor,environment,spatial_layout_depth,elongated,1,9,janitor
Original,0,janitor,environment,spatial_layout_depth,long,2,9,janitor
Original,0,janitor,environment,spatial_layout_depth,medium,3,9,janitor
Original,0,janitor,environment,spatial_layout_depth,medium deep,1,9,janitor
Original,0,janitor,environment,spatial_layout_depth,medium long,1,9,janitor
Original,0,janitor,environment,spatial_layout_depth,moderate,10,9,janitor
Original,0,janitor,environment,spatial_layout_depth,open,1,9,janitor
Original,0,janitor,environment,spatial_layout_depth,shallow,1,9,janitor
Original,0,janitor,environment,spatial_layout_openness,enclosed,3,3,janitor
Original,0,janitor,environment,spatial_layout_openness,moderate,1,3,janitor
Original,0,janitor,environment,spatial_layout_openness,open,12,3,janitor
Original,0,janitor,environment,surfaces_ceiling_condition,intact,2,2,janitor
Original,0,janitor,environment,surfaces_ceiling_condition,white,9,2,janitor
Original,0,janitor,environment,surfaces_ceiling_finish,matte,9,1,janitor
Original,0,janitor,environment,surfaces_ceiling_material,acoustic tiles grouped variants,7,1,janitor
Original,0,janitor,environment,surfaces_color,beige,8,5,janitor
Original,0,janitor,environment,surfaces_color,gray,6,5,janitor
Original,0,janitor,environment,surfaces_color,lightblue,1,5,janitor
Original,0,janitor,environment,surfaces_color,saddlebrown,1,5,janitor
Original,0,janitor,environment,surfaces_color,white,18,5,janitor
Original,0,janitor,environment,surfaces_floor_color,gray,4,1,janitor
Original,0,janitor,environment,surfaces_floor_condition,clean,3,1,janitor
Original,0,janitor,environment,surfaces_floor_finish,high gloss,5,1,janitor
Original,0,janitor,environment,surfaces_floor_material,tile,3,1,janitor
Original,0,janitor,environment,surfaces_floor_texture,smooth,7,1,janitor
Original,0,janitor,environment,surfaces_material,acoustic tile,10,20,janitor
Original,0,janitor,environment,surfaces_material,ceramic tile,5,20,janitor
Original,0,janitor,environment,surfaces_material,cinderblock,2,20,janitor
Original,0,janitor,environment,surfaces_material,glass,1,20,janitor
Original,0,janitor,environment,surfaces_material,linoleum,3,20,janitor
Original,0,janitor,environment,surfaces_material,metal,1,20,janitor
