Model,prompt_group,dimension,cohort,Context,occupation,chi.value,df,p_value,p_adj
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,software_engineer,0.8092878455215894,1,0.36833088316315254,0.4861374856460473
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,soldier,0.5080644411323958,1,0.47597794725375003,0.5955354191594151
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,stage_manager,0.9398644989086615,1,0.3323126915048689,0.4458511313881689
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,supervisor,1.1291476091476096,1,0.2879572284245655,0.39700127201795726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,surgeon,302.17624629062095,1,1.1057226753078087e-67,1.559994946838209e-66
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,tailor,1.1291476091476096,1,0.2879572284245655,0.39700127201795726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,taxi_driver,1.1291476091476096,1,0.2879572284245655,0.39700127201795726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,teacher,1.1291476091476096,1,0.2879572284245655,0.39700127201795726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,train_driver,0.27497170958930195,1,0.6000160378812184,0.7185638220218828
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,truck_driver,0.6561390203730034,1,0.4179263325759809,0.5367448504473584
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,waiter,0.6372370734072861,1,0.4247130673152524,0.5427194172963001
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,waitress,0.9398644989086615,1,0.3323126915048689,0.4458511313881689
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,web_developer,0.6352838479603558,1,0.42542376183667224,0.5430457527411511
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,welder,638.6971468661628,1,6.416408413757129e-141,1.2732051060277424e-139
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-aware_Unrelated_CA-U,writer,1.1291476091476096,1,0.2879572284245655,0.39700127201795726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,accountant,0.47301676946680893,1,0.4916025775394243,0.6124183480090959
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,actor,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,analyst,0.2036717393841073,1,0.6517733054366097,0.7698702557480548
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,architect,4.879992498321926,1,0.02716973724821108,0.0508146239522485
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,artist,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,assistant,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,athlete,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,attendant,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,auditor,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,baker,3.786588586983606,1,0.05166484585483973,0.08962333042293215
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,bartender,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,biologist,6.08514738005805,1,0.013632299462639202,0.027201281231536464
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,blacksmith,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,bus_driver,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,carpenter,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,cashier,3.486867642520137,1,0.06185752471227953,0.10503554393832129
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,ceo,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,chef,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,chemist,3.217522612437435,1,0.0728538129983227,0.1212395818868078
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,chief,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,cleaner,11.430534389307848,1,7.224690368138252e-4,0.0017873463761314096
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,clerk,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,coach,9.815108941479252,1,0.0017308402312128305,0.00405435639765012
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,comedian,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,constructor,12.241777162317256,1,4.673129889099056e-4,0.001185810159691054
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,cook,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,counselor,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,customer_service_representative,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,dancer,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,data_scientist,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,dentist,0.47301676946680893,1,0.4916025775394243,0.6124183480090959
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,designer,0.47301676946680893,1,0.4916025775394243,0.6124183480090959
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,detective,0.2036717393841073,1,0.6517733054366097,0.7698702557480548
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,developer,7.128003842029054,1,0.007588916739331556,0.015985283801014154
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,doctor,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,driver,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,editor,0.47301676946680893,1,0.4916025775394243,0.6124183480090959
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,electrician,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,engineer,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,entrepreneur,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,factory_worker,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,farmer,2.331761058220281,1,0.12675840115244308,0.19634183931887342
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,film_director,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,firefighter,1.1824539154689384,1,0.27685699279674825,0.38572324989616685
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,flight_attendant,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,game_developer,0.7727377139302781,1,0.3793714488576836,0.4971114059150858
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,guard,0.47301676946680893,1,0.4916025775394243,0.6124183480090959
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,hairdresser,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,housekeeper,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,janitor,4.196304788522266,1,0.0405121660501299,0.0722781414852033
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,journalist,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,judge,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,laborer,3.786588586983606,1,0.05166484585483973,0.08962333042293215
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,lawyer,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,librarian,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,machinist,0.47301676946680893,1,0.4916025775394243,0.6124183480090959
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,manager,0.2036717393841073,1,0.6517733054366097,0.7698702557480548
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,marketing_specialist,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,mechanic,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,mover,1.1824539154689384,1,0.27685699279674825,0.38572324989616685
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,musician,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,novelist,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,nurse,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,optician,0.2036717393841073,1,0.6517733054366097,0.7698702557480548
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,paramedic,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,pharmacist,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,photographer,0.2036717393841073,1,0.6517733054366097,0.7698702557480548
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,physician,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,physicist,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,pilot,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,playwright,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,plumber,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,poet,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,police_officer,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,politician,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,railway_conductor,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,receptionist,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,researcher,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,salesperson,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,scientist,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,screenwriter,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,sculptor,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,seamstress,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,secretary,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,sheriff,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,singer,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,social_worker,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,software_engineer,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,soldier,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,stage_manager,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,supervisor,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,surgeon,0.2833188516460849,1,0.5945341290573284,0.7129430895827726
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,tailor,5.94909760441107,1,0.014724822048050507,0.028931093308220888
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,taxi_driver,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,teacher,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,train_driver,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,truck_driver,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,waiter,0.23410322094925992,1,0.6284979026161802,0.7460699059516746
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,waitress,0.37464109396624723,1,0.5404852791122499,0.6594503717881924
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,web_developer,1.7021376138597568,1,0.19200866095950567,0.28090216498622045
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,welder,194.21925153374232,1,3.8142687240098727e-44,4.387174950025813e-43
92_job_description_3.5,ALL_TYPES,hair_present,people,Context-free_CF,writer,0.2036717393841073,1,0.6517733054366097,0.7698702557480548
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,accountant,12.274373163842252,11,0.34337686900233266,0.4576227793497817
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,actor,21.948513665465825,11,0.024775162810092313,0.04667138760454136
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,analyst,18.787390601367218,11,0.06501832035954377,0.10975194666585464
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,architect,12.331384417234355,11,0.33925653591034666,0.45332692947771364
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,artist,11.468183845328655,11,0.404913642673493,0.522531994270149
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,assistant,493.09298063815567,11,9.525211359081938e-99,1.6238217459768256e-97
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,athlete,122.32960568072656,11,6.158370688407504e-21,4.5340806302311285e-20
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,attendant,95.2434318953996,11,1.5542700674112022e-15,9.504831615086869e-15
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,auditor,6.532588242962204,11,0.8355751905485813,0.9350432452713481
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,baker,10.631455687237413,11,0.4746348405430976,0.594729845405614
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,bartender,14.372561242091544,11,0.2130592030511432,0.30776810232270047
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,biologist,60.32911202948396,11,8.054182590072993e-9,3.4548944989469375e-8
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,blacksmith,12.33346577784847,11,0.3391067083550984,0.4532677097366218
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,bus_driver,16.125508618564805,11,0.13653500845776,0.20899853779958563
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,carpenter,18.200836675087263,11,0.07703596589046767,0.12783495001122894
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,cashier,68.7987201929749,11,2.0654984539774024e-10,9.83200150502706e-10
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,ceo,14.832793609832967,11,0.19028041397571552,0.2786584825088372
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,chef,14.898280394164255,11,0.1872012293637992,0.27503983630194306
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,chemist,8.145171130889732,11,0.7002436029311376,0.8186818664286754
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,chief,136.2736552773454,11,9.313653062310868e-24,7.430167791214019e-23
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,cleaner,60.861279537217776,11,6.412303866423603e-9,2.7741447542956497e-8
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,clerk,17.38805454196915,11,0.09690959476811434,0.15499762439457154
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,coach,13.136369011234343,11,0.2845059557396276,0.39452472106437714
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,comedian,16.796108499772842,11,0.114052988719267,0.17882176625473395
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,constructor,12.331384417234355,11,0.33925653591034666,0.45332692947771364
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,cook,15.976039361700302,11,0.14202274425005962,0.21658846620456376
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,counselor,350.10396060493866,11,2.304250247555541e-68,3.2724162193383814e-67
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,dancer,625.0499307572826,11,6.116949125367403e-127,1.1679294863368161e-125
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,data_scientist,18.09915706539581,11,0.07930815362117022,0.13084017970681538
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,dentist,18.613460292082827,11,0.06839483943485729,0.11493222382638252
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,designer,26.646899984550245,11,0.00519404007524059,0.011242435489025709
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,detective,19.283680229457094,11,0.056187589556658,0.09651414823486716
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,developer,20.8109159297317,11,0.035383782251717275,0.06420643233511189
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,doctor,25.575925566773538,11,0.007501111792321332,0.01581948591707037
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,driver,16.784559338529807,11,0.11441176283942167,0.17928613283171824
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,editor,25.97476109541176,11,0.006546267115449305,0.013915271414136673
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,electrician,16.827057354683312,11,0.11309629398044609,0.17777595277716662
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,engineer,19.283680229457094,11,0.056187589556658,0.09651414823486716
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,entrepreneur,12.04765602337716,11,0.36007175263108293,0.4773548061419942
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,factory_worker,15.48258957718146,11,0.16145214736162466,0.24112582133340502
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,farmer,24.52456558740072,11,0.010694109846254943,0.021866680580443235
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,film_director,16.48483484949061,11,0.12406444719621336,0.1925856784661003
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,firefighter,11.915419894386677,11,0.3700343369480545,0.4874785377273358
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,flight_attendant,304.5495265057557,11,9.63427226559762e-59,1.2813880387927982e-57
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,game_developer,15.838856868737583,11,0.14721948192583004,0.2229251171318279
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,guard,14.894500236014064,11,0.1873778912524835,0.27520527207544243
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,hairdresser,449.869511566571,11,1.5353634522944665e-89,2.5223408761212345e-88
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,housekeeper,511.6786810103622,11,1.0352816987549195e-102,1.7790280711404537e-101
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,janitor,18.59749034486122,11,0.06871255450602125,0.11539659570213746
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,journalist,17.632430342181717,11,0.09051079844730082,0.14648121685048196
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,judge,20.320686399418328,11,0.0411318724725348,0.0732293925163736
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,laborer,12.450930910248848,11,0.33071944050867913,0.4458511313881689
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,lawyer,39.39006548085038,11,4.5466690893417876e-5,1.329645364725141e-4
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,librarian,194.35432827279652,11,1.1016536030737334e-35,1.125494382593284e-34
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,machinist,17.58725563085847,11,0.09166517148073088,0.1479870637659601
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,manager,55.913925113565355,11,5.269667362586363e-8,2.1049271027123214e-7
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,marketing_specialist,193.87705186052224,11,1.3833432324088135e-35,1.41160155022049e-34
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,mechanic,18.406123301369224,11,0.07262301337003522,0.12087890950704043
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,mover,12.33346577784847,11,0.3391067083550984,0.4532677097366218
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,musician,145.18485620949875,11,1.4323429650825824e-25,1.1983145818879794e-24
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,novelist,116.72710457312208,11,8.241597045366102e-20,5.876498075832827e-19
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,nurse,535.6663976847066,11,7.859294627671172e-108,1.4068137383531397e-106
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,optician,21.00748819613918,11,0.033293557237506724,0.06073423434918424
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,paramedic,20.03807117745962,11,0.04482128621336455,0.0792699206537254
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,pharmacist,74.51134192637785,11,1.681816266137799e-11,8.500097269797628e-11
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,photographer,4193.973982855615,11,0,0
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,physician,10.773891711135148,11,0.46239586077218775,0.5822812891330261
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,physicist,15.935214391200828,11,0.14355311658307926,0.2184513780748438
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,pilot,17.58725563085847,11,0.09166517148073088,0.1479870637659601
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,playwright,45.97492858884722,11,3.266508657209085e-6,1.1023504470832859e-5
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,plumber,19.283680229457094,11,0.056187589556658,0.09651414823486716
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,poet,736.574105171356,11,7.74947170206621e-151,1.5853204967655445e-149
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,police_officer,113.5790789856233,11,3.5247990770558544e-19,2.468221163004393e-18
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,politician,25.055017333343162,11,0.008949106656014495,0.018550235075627634
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,railway_conductor,15.052071971100526,11,0.18012544164929942,0.2659171468472132
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,receptionist,431.66498568287153,11,1.1452901058458678e-85,1.8427589118778455e-84
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,researcher,14.234362102261226,11,0.22029549099674428,0.3165182037866266
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,salesperson,33.140054505743116,11,4.993579573196691e-4,0.0012600539116859317
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,scientist,9.833025169787316,11,0.5454663843976596,0.6645841143994173
92_job_description_3.5,ALL_TYPES,hair_style,people,Context-aware_Related_CA-R,screenwriter,34.515775991565015,11,2.977186594064117e-4,7.777436064517753e-4
